x1,y1,z1
-0.18325524,-0.21474728,0.4793204
-0.18747592,-0.21847211,0.4733553
-0.18611883,-0.21806446,0.47527325
-0.18462572,-0.21757117,0.4773835
-0.18382296,-0.21759215,0.478518
-0.18310876,-0.21768472,0.47952744
-0.1817897,-0.21735276,0.48139167
-0.18029958,-0.21691273,0.48349768
-0.17924196,-0.21679173,0.4849924
-0.17836,-0.21680401,0.4862389
-0.17760997,-0.21691655,0.48729894
-0.1772108,-0.21727815,0.4878631
-0.17692934,-0.21772422,0.48826087
-0.17645669,-0.21804328,0.48892888
-0.17579114,-0.21823707,0.48986953
-0.17464855,-0.21811837,0.4914843
-0.17225422,-0.2171799,0.49486828
-0.16790721,-0.21497844,0.50101197
-0.16290072,-0.2123888,0.50808775
-0.15746537,-0.20957048,0.51576954
-0.15239526,-0.20704132,0.5229352
-0.14877519,-0.20548923,0.5280515
-0.14660029,-0.20488952,0.5311253
-0.14480874,-0.20455262,0.5336574
-0.14340816,-0.20447755,0.5356368
-0.14236934,-0.20464042,0.53710496
-0.14140582,-0.20485984,0.53846675
-0.14031172,-0.20500924,0.5400131
-0.1393074,-0.20522378,0.54143244
-0.13815972,-0.20536233,0.54305446
-0.13683248,-0.20540552,0.5449303
-0.13542657,-0.2054155,0.54691726
-0.1340919,-0.20548108,0.5488036
-0.1327639,-0.20556375,0.55068046
-0.13140811,-0.20564367,0.5525966
-0.13024421,-0.20584632,0.55424154
-0.12902695,-0.20603038,0.55596197
-0.12762083,-0.2061208,0.55794924
-0.12614675,-0.20618749,0.5600326
-0.12465476,-0.20625894,0.5621412
-0.12290819,-0.20620646,0.56460965
-0.121044405,-0.20610805,0.5672438
-0.11938566,-0.20613778,0.5695881
-0.11779204,-0.20621851,0.5718404
-0.11619637,-0.20631398,0.57409555
-0.11499866,-0.20663224,0.5757883
-0.11402642,-0.20707853,0.5771624
-0.11304443,-0.20752949,0.5785503
-0.11212978,-0.2080242,0.5798429
-0.111447,-0.20864399,0.5808079
-0.1107981,-0.20928733,0.58172506
-0.110061035,-0.2098939,0.5827667
-0.10945346,-0.21057059,0.58362544
-0.10895512,-0.21130581,0.5843297
-0.10850694,-0.21206981,0.58496314
-0.10817405,-0.21289252,0.5854336
-0.10800666,-0.21379553,0.58567023
-0.10792789,-0.21474107,0.5857815
-0.10797112,-0.21574295,0.5857204
-0.10811768,-0.21679096,0.5855133
-0.108399644,-0.21789786,0.58511484
-0.10871313,-0.21901588,0.58467174
-0.109016195,-0.22012621,0.5842435
-0.109354205,-0.22124864,0.5837657
-0.10976446,-0.22239843,0.58318585
-0.11016015,-0.22353806,0.58262664
-0.1104796,-0.22464202,0.58217514
-0.110832445,-0.22575657,0.5816765
-0.11121596,-0.22688004,0.58113444
-0.11153672,-0.22797456,0.58068115
-0.11180113,-0.22904357,0.5803074
-0.11209519,-0.23012154,0.5798918
-0.11236492,-0.23118721,0.5795106
-0.11260464,-0.23223877,0.57917184
-0.11283614,-0.23328485,0.5788446
-0.11310498,-0.2343425,0.5784647
-0.11336496,-0.23539424,0.5780973
-0.11372107,-0.23647815,0.577594
-0.11416408,-0.23758948,0.57696784
-0.114493154,-0.23865639,0.57650274
-0.11459066,-0.23963979,0.57636493
-0.114457786,-0.24054353,0.57655275
-0.11431743,-0.2414461,0.5767511
-0.114118084,-0.24233049,0.5770328
-0.11403047,-0.24325335,0.57715666
-0.114226,-0.24426816,0.57688034
-0.11478877,-0.24539733,0.576085
-0.11574505,-0.24664362,0.57473344
-0.11677249,-0.24790223,0.57328135
-0.11757754,-0.24908353,0.57214355
-0.11800174,-0.25014377,0.57154405
-0.11816499,-0.25112364,0.5713133
-0.11810366,-0.25203747,0.5713999
-0.117984906,-0.25293568,0.57156783
-0.11792625,-0.2538517,0.5716507
-0.11795569,-0.25479233,0.5716091
-0.1180391,-0.25574705,0.57149124
-0.11808082,-0.25669,0.5714323
-0.117894255,-0.25757384,0.5716959
-0.11738486,-0.25837812,0.5724159
-0.116547056,-0.25910625,0.57359993
-0.1152945,-0.25974217,0.5753702
-0.11288038,-0.26011482,0.5787821
-0.10933683,-0.260249,0.58379024
-0.10471287,-0.2601726,0.59032536
-0.09732843,-0.25952795,0.6007619
-0.0868956,-0.25829357,0.61550677
-0.07414137,-0.25666925,0.63353246
-0.053179853,-0.2534678,0.66315764
-0.030803107,-0.25018755,0.694783
-0.0184962,-0.2491197,0.7121765
-0.014743958,-0.24982244,0.7174796
-0.01027773,-0.25042838,0.7237918
-0.0082379505,-0.2515221,0.7266747
-0.007110046,-0.2527982,0.7282687
-0.006544279,-0.2541827,0.7290683
-0.0062479693,-0.25561804,0.7294871
-0.0060469196,-0.25707182,0.7297712
-0.0059381705,-0.25854218,0.72992486
-0.0059271143,-0.2600286,0.72994053
-0.005890314,-0.26151127,0.7299925
-0.0057085995,-0.2629736,0.7302494
-0.0055023213,-0.26443434,0.730541
-0.0053400146,-0.26590297,0.7307703
-0.005199222,-0.26737598,0.73096925
-0.004949244,-0.26883695,0.7313226
-0.0046147183,-0.27029034,0.73179543
-0.004340794,-0.27175394,0.7321825
-0.004182609,-0.27323282,0.7324061
-0.003964003,-0.27470702,0.7327151
